DisplayName,YearBuilt,Designer,Theme,Pallet,ReceptacleNo,FrameSize,MorA,Controller,TotalAmps,DisplayTotalLights,YearRetired,Notes,DumbController
180 Tree RGB,2020,Greg Liebig,Christmas ,,,,M,Pixie16 ,,2400,,ts on Left,
180 Tree Star,2021,Greg Liebig,Christmas ,,,,M,Pixie4 ,,600,,Metal  constructed 2018,
Amominable,2018,Eric Sandvig,Christmas ,,,,A,,0.89,1602,,Moved from Stacie's Island 2019,
Angel 1,2013,Hospice Donation,Christmas ,,,,A,LOR1602Wg3,1.24,2157,,?? Where do these go?,
Angel 2,2013,Hospice Donation,Christmas ,,,,A,LOR1602Wg3,,,,?? Where do these go?,
Angel 3,2013,Hospice Donation,Christmas ,,,,A,LOR1602Wg3,,,,?? Where do these go?,
Angels 3D 1,2015,Brian Muehlbroeck,Christmas ,,,,A,CTB04_PC,1.61,422,,,
Angels 3D 2,2015,Brian Muehlbroeck,Christmas ,,,,A,CTB04_PC,1.61,422,,,
Angels 3D 3,2018,Brian Muehlbroeck,Christmas ,,,,A,CTB04_PC,1.61,422,,,
Angels 3D 4,2018,Brian Muehlbroeck,Christmas ,,,,A,CTB04_PC,1.61,422,,,
Arrow Panel 11L,2020,Eric Sandvig,Traffic Control & Security,,,,A,,,136,,Original Panel 2015,
Arrow Panel 3L,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0,136,,Original Panel 2015,
Arrow Panel 4L,2020,Eric Sandvig,Traffic Control & Security,,,,A,,,136,,Original Panel 2015,
Arrow Panel 5,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,Animation Sequence,
Arrow Panel 5,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,
Arrow Panel 6,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,
Arrow Panel 6,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,
Arrow Panel 7,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,
Arrow Panel 7,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,
Arrow Right 1,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,2 Channel Dumb
Arrow Right 2,2020,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,131,,,2 Channel Dumb
Arrow01,2019,,Traffic Control & Security,,,,A,,,500,,,
Arrow01,2019,,Traffic Control & Security,,,,A,,,500,,,
Arrow01,2019,,Traffic Control & Security,,,,A,,,500,,,
Arrow02,2019,,Traffic Control & Security,,,,A,,,500,,,
Arrow02,2019,,Traffic Control & Security,,,,A,,,500,,,
Arrow02,2019,,Traffic Control & Security,,,,A,,,500,,,
Bridge Bell 01,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 02,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 03,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 04,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 05,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 06,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 07,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 08,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 09,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 10,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 11,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 12,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 13,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 14,2012,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 15,2022,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bridge Bell 16,2022,Greg/Eric,Christmas ,,,,M,LOR1602Wg2,0.29,504,,,
Bright 1 ,2018,Eric Sandvig,Event Info,,,,,,2.38,623,,Inc 13mm,
Bright 2,2014,Eric Sandvig,Event Info,,,,A,LOR1602Wg2,5.32,1393,,,
Bright 3,2023,Eric Sandvig,Event Info,,,,A,CTB04_PC,0.64,,,,
Bruce The Spruce,2021,Greg Liebig,Christmas ,,,,,,,600,,Separate Poser Cord 14 gauge,
Candle,2012,Hospice Donation,Christmas ,,,,,,,,,,
Candycanes Row 1 (R&W),2020,Rick Hoffmann,Christmas ,,,,A,,0.1,360,,1 on House,
Candycanes Row 2 (R&W),2020,Rick Hoffmann,Christmas ,,,,A,,0.1,360,,By House,
Candycanes Row 3 (R&W),2020,Rick Hoffmann,Christmas ,,,,A,,0.1,360,,Middle,
Candycanes Row 4 (R&W),2020,Rick Hoffmann,Christmas ,,,,A,,0.1,360,,Closest to Road,
Car Counter DS,2015,Andrew Bubb,Traffic Control & Security,,,,A,,,,,,
Car Counter PS,2015,Andrew Bubb,Traffic Control & Security,,,,A,,,,,,
Caroler 1,2021,Martha,Christmas ,,,,,,0.16,552,,,
Caroler 2,2021,Martha,Christmas ,,,,,,0.09,162,,,
Caroler 3,2021,Martha,Christmas ,,,,,,0.05,90,,,
Charlie-N-Box,2013,Eric Sandvig,Christmas ,,,,A,,0.57,149,,Panel FE,
Christmas Hippo,2023,Rick Hoffmann,Christmas ,,,,,,0.06,225,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,0.43,1000,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,0,,?? Where does the Manger Trailer get plugged into?,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,0,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,0,,,
Church,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,,,,,
Church Doors,2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,4,6957,,,
Church RGB Candy Cane 1,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 2,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 3,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 4,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 5,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 6,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 7,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Candy Cane 8,2023,Greg Liebig,Christmas ,,,,M,Pixie4 ,,,,,
Church RGB Cross Right  44-45,2021,Greg Liebig,Christmas ,,,,M,Pixie2 ,,600,,RGB Snowflake 02,
Church RGB Cross Right  44-45,2021,Greg Liebig,Christmas ,,,,M,Pixie2 ,,,,RGB Snowflake 02,
ChurchBell RH 1 L,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.03,54,,,
ChurchBell RH 2 M,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.04,72,,,
ChurchBell RH 3 R,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.03,54,,,
ChurchBell.Main.RH,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.39,702,,,
Climbing Santa,2012,Hospice Donation,Christmas ,,,,,,3.4,890,,,
Condor Panel,2019,Eric Sandvig,Christmas ,,,,A,,4.04,1058,,,
Contactor,2018,Greg Liebig,Entertaining Lighting Effects ,,,,,,,,,Controls Power to WW-00 Panel and all receptacles,
Cousin Eddie,2023,Adam Biebel,Christmas ,,,,,CTB04_PC,,,,,
Dancing Peanuts 1,2019,Eric Sandvig,Christmas ,,,,A,,0.78,204,,Plug Body,
Deer 1,2013,Eric Sandvig,Christmas ,,,,,,0.34,1,,,
Deer 2,2013,Eric Sandvig,Christmas ,,,,,,4.1,7130,,,
Deer 3,2013,Eric Sandvig,Christmas ,,,,,,,,,,
Deer 4,2013,Eric Sandvig,Christmas ,,,,,,,,,,
Dennis the Walrus,2019,Eric Sandvig,Polar Regions,,,,,,1,262,,7.79 A per Paul N,
DF_A_DS-01R,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-02G,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-03B,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_A_DS-04Y,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_B_DS-01R,2013,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_B_DS-02G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-03B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-04Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-05R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-06G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-07B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-08Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-09R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_B_DS-10R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_B_DS-11B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_B_DS-12Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_B_DS-13R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_B_DS-14G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_B_DS-15B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_B_DS-16Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_C_DS-01R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_C_DS-02G,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-03B,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-04Y,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-05R,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-06G,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-07B,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-08Y,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-09R,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_C_DS-10G,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_C_DS-11B,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_C_DS-12Y,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_C_DS-13R,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_C_DS-14G,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_C_DS-15B,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_C_DS-16Y,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_D_PS-01R,2019,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_D_PS-02G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-03B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-04Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-05R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-06G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-07B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-08Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-09R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_D_PS-10G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_D_PS-11B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_D_PS-12Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_D_PS-13R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_D_PS-14G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_D_PS-15B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_D_PS-16Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_E_PS-01R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_E_PS-02G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-03B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-04Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-05R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-06G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-07B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-08Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-09R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.32,600,,,
DF_E_PS-10G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_E_PS-11B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_E_PS-12Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_E_PS-13R,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.24,600,,,
DF_E_PS-14G,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_E_PS-15B,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
DF_E_PS-16Y,2014,Greg Liebig,Entertaining Lighting Effects ,,,,M,LOR1602Wg2,0.37,600,,,
Dog Sledding,2013,Eric Sandvig,Christmas ,,,,,,1.92,503,,,
Donations Sign,2020,Eric Sandvig,Event Info,,,,A,,0,0,,,
Early Bird,2014,Eric Sandvig,Christmas ,,,,,,1.08,283,2022,,
East Light Pole RGB (Standalone),2019,,Traffic Control & Security,,,,,,,500,,,
EC BR01,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.04,271,,,
EC BR02,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.04,271,,,
EC BR03,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.04,271,,,
EC BR04,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.04,271,,,
EC BR05,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.72,189,,,
EC BR06,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.74,194,,,
EC BR07,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.72,189,,,
EC BR08,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.8,209,,,
EC BR09,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.02,266,,,
EC BR10,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.02,266,,,
EC BR11,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.02,266,,,
EC BR12,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.02,266,,,
EC BR13,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.62,162,,,
EC BR14,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.53,139,,,
EC BR15,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.67,175,,,
EC BR16,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.79,207,,,
EC Note 1,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.5,393,,,
EC Note 2,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.6,419,,,
EC Note 3,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.8,209,,,
EC Note 4,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.8,209,,,
EC Note 5,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.5,393,,,
EC Note 6,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.4,367,,,
EC Note 7,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.1,288,,,
EC Note 8,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.2,314,,,
EC TR01,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.07,280,,Original 16 elves designed by Eric 2012,
EC TR02,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.07,280,,,
EC TR03,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.07,280,,Row1,
EC TR04,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.07,280,,,
EC TR05,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.01,265,,Row4,
EC TR06,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.01,265,,,
EC TR07,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.1,288,,,
EC TR08,2012,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,1.01,265,,,
EC TR09,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.75,196,,Row2,
EC TR10,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.81,212,,,
EC TR11,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.68,178,,Row3,
EC TR12,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.68,178,,,
EC TR13,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.63,165,,,
EC TR14,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.63,165,,,
EC TR15,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.63,165,,,
EC TR16,2014,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,0.69,181,,,
Eddie Hose,2023,Greg Liebig,Christmas ,,,,,Pixie4 ,,,,,
Eddie Sewer Spot,2023,Greg Liebig,Christmas ,,,,,CR50,,,,,
Elf Conductor,2016,Eric Sandvig,Christmas ,,,4 x 4,M,LOR1602Wg2,2,524,,,
Elf on Shelf 1,2021,Martha Steffan,Christmas ,,,,,,0.19,456,,,
Elf on Shelf 2,2021,Martha Steffan,Christmas ,,,,,,0.19,450,,,
Elf on Shelf 3,2021,Martha Steffan,Christmas ,,,,,,0.16,384,,,
Elf on Shelf 4,2021,Martha Steffan,Christmas ,,,,,,0.24,576,,,
Elf on Shelf 5,2024,Rick Hoffmann,Christmas ,,,,,,0.01,24,,,
Event Traffic Right 1,2019,Eric Sandvig,Traffic Control & Security,,,,A,CTB04_PC,,,,4 channel controller Duplicate,
Event Traffic Right 2,2019,Eric Sandvig,Traffic Control & Security,,,,A,CTB04_PC,,,,4 channel controller Duplicate,
Event Traffic Right 3,2019,Eric Sandvig,Traffic Control & Security,,,,A,CTB04_PC,,,,4 channel controller Duplicate,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
FC Wrap,2019,Eric Sandvig,Entertaining Lighting Effects ,,,,A,,,1000,,,
Fireplace,2014,Jim Schermetzler,Christmas ,,,,,,5.3,1388,,,
Font Arch Seg PS,2012,Hospice Donation,Entertaining Lighting Effects ,,,,A,,,100,,,
Food Collection Spot (center),2020,Andrew Bubb,Entertaining Lighting Effects ,,,,A,,,,,,
Fragile Box,2019,Adam Biebel,Christmas ,,,,,,1.75,3150,,,
Front Arch Seg DS,2012,Hospice Donation,Entertaining Lighting Effects ,,,,A,,,100,,Animation Sequence,
Front Arch Seg MD,2012,Hospice Donation,Entertaining Lighting Effects ,,,,A,,,100,,,
Frosty,2019,Eric Sandvig,Event Info,,,,,,1.22,2196,,FE-15 Dumb Controller,
FT Wraps DS 01,2017,Greg Liebig,Entertaining Lighting Effects ,,,,M,,,1700,, ts Whoville Side,
FT Wraps DS 02,2017,Greg Liebig,Entertaining Lighting Effects ,,,,M,,,1200,,,
