DisplayName,YearBuilt,Designer,Theme,Pallet,ReceptacleNo,FrameSize,MorA,Controller,TotalAmps,DisplayTotalLights,YearRetired,Notes,DumbController
Row 5-C,,Greg Liebig,,,,,A,,,,,,
Row 6-A,2016,,,,,,A,,,,,,
Row 6-B,,Greg Liebig,,,,,A,,,,,,
Row 6-C,,Greg Liebig,,,,,A,,,,,,
Row 6-D,,Greg Liebig,,,,,A,,,,,,
Row 6-E,,Greg Liebig,,,,,A,,,,,,
Row 6-F,,Greg Liebig,,,,,A,,,,,,
Row 7-A,,Greg Liebig,,,,,A,,,,,,
Row 7-B,,Greg Liebig,,,,,A,,,,,,
Row 7-C,,Greg Liebig,,,,,A,,,,,,
Row 8-A,,Greg Liebig,,,,,A,,,,,,
Row 8-B,,Greg Liebig,,,,,A,,,,,,
Row 8-C,,Greg Liebig,,,,,A,,,,,,
Row 9-A,,Greg Liebig,,,,,A,,,,,,
Row 9-B,,Greg Liebig,,,,,A,,,,,,
Row 9-C,,Greg Liebig,,,,,A,,,,,,
RR Crossing 1,2018,Eric Sandvig,Christmas ,,,,A,,3.26,854,,,
RR Crossing 2,2018,Eric Sandvig,Christmas ,,,,A,,2.7,707,,,
Santa's Sleigh 1,2013,Hospice Donation,,,,,A,,10.42,18122,,winter,
Santa's Sleigh 2,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 3,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 4,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 5,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 6,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 7,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Sleigh 8,2013,Hospice Donation,Christmas ,,,,,,,,,,
Santa's Workshop Sign,2014,Andrew Bubb,,,,,,,4.5,1178,,,
Schroeder/Lucy,2020,Eric Sandvig,Christmas ,,,,A,,0.42,756,,Schroeder Harness,
SHR Stocking,2012,Hospice Donation,Christmas ,,,,,,3.22,843,,,
SHR Train,2012,Hospice Donation,Christmas ,,,,,,10.42,2728,,6-4 foot panels for toatl 24 feet,
Sled Poof Tree Wrap 1L,2019,Greg Liebig,Winter,,,,A,,0.16,400,,,
Sled Poof Tree Wrap 1L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 1R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 1R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 2L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 2L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 2R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 2R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 3L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 3L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 3R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 3R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 4L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 4L,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 4R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sled Poof Tree Wrap 4R,2019,Greg Liebig,Winter,,,,A,,,,,,
Sledder Panel 01,2015,Eric Sandvig,Winter,,,,A,,1.21,317,,Animation Sequence,
Sledder Panel 01,2015,Eric Sandvig,Winter,,,,A,,1.15,301,,,
Sledder Panel 02,2015,Eric Sandvig,Winter,,,,A,,1.12,293,,,
Sledder Panel 02,2015,Eric Sandvig,Winter,,,,A,,1.25,327,,,
Sledder Panel 03,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 03,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 04,2015,Eric Sandvig,Winter,,,,A,,1.13,296,,,
Sledder Panel 04,2015,Eric Sandvig,Winter,,,,A,,1.19,312,,,
Sledder Panel 05,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 05,2015,Eric Sandvig,Winter,,,,A,,1.16,304,,,
Sledder Panel 05 Strobe,2023,Rick Hoffmann,Winter,,,,A,,1.16,304,,,
Sledder Panel 06,2015,Eric Sandvig,Winter,,,,A,,1.17,306,,,
Sledder Panel 06,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 06 Strobe,2023,Rick Hoffmann,Winter,,,,A,,1.19,312,,,
Sledder Panel 07,2015,Eric Sandvig,Winter,,,,A,,1.24,325,,,
Sledder Panel 07,2015,Eric Sandvig,Winter,,,,A,,1.24,325,,,
Sledder Panel 08,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 08,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 09,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 09,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 10,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 10,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 11,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 11,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 12,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 12,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 13,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 13,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 14,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 14,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 15,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 15,2015,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 16,2019,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 16,2019,Eric Sandvig,Winter,,,,A,,1.18,309,,,
Sledder Panel 17,2019,Eric Sandvig,Winter,,,,A,,0.54,500,,,
Sledder Panel 17,2019,Eric Sandvig,Winter,,,,A,,0.16,300,,,
Sledder Panel 18,2019,Eric Sandvig,Winter,,,,A,,0.06,100,,Same channel as Sled Finish,
Sledder Panel 18,2022,Eric Sandvig,Winter,,,,A,,0.48,300,,Strobe Lights,
Sledder Panel 18,2019,Eric Sandvig,Winter,,,,A,,1.36,155,,Same channel as Snowbank Hole Outline?,
Sledder Panel 18,2019,Eric Sandvig,Winter,,,,A,,0.16,400,,,
Sledder Panel 19,2019,Eric Sandvig,Winter,,,,A,,0.16,400,,,
Sledder Panel 19,2019,Eric Sandvig,Winter,,,,A,,0.16,400,,,
Sledder Pusher,2019,Eric Sandvig,Winter,,,,A,,8.6,0,,,
Sledder Pusher,2019,Eric Sandvig,Winter,,,,A,,8.4,0,,,
Sledder Pusher,2019,Eric Sandvig,Winter,,,,A,,,0,,,
Snoopy Dog House,2016,Eric Sandvig,Christmas ,,,,,,2.6,681,,,
Snowchild,2013,Eric Sandvig,Winter,,,,A,,1.25,327,,"Relocated from WW 2020, Snow Family Harness",
Snowman,2012,Eric Sandvig,Winter,,,,A,,1.56,408,,"Relocated from WW 2020, Snow Family Harness",
Snowman,2012,Hospice Donation,Winter,,,,,,,,,,
SnowStorm Row 1-A,2016,Greg Liebig,,,,,A,,,16000,,,
Snowwoman,2013,Eric Sandvig,Winter,,,,A,,1.16,304,,"Relocated from WW 2020, Snow Family Harness",
Speed Limit 1,2015,Eric Sandvig,Traffic Control & Security,,,,A,,0.8,209,,,
Speed Limit 1,2015,Eric Sandvig,Traffic Control & Security,,,,A,,0.85,223,,,
Speed Limit 2,2019,Eric Sandvig,Traffic Control & Security,,,,A,,0.5,1,,,
Speed Limit 3,2014,Eric Sandvig,Traffic Control & Security,,,,A,,1.04,272,,,2-Channel
Speed Limit 3,2014,Eric Sandvig,Traffic Control & Security,,,,,,,,,,
Spiral Tree,2017,Greg Liebig,Christmas ,,,,M,,,100,,,
Spiral Tree Topper,2017,Greg Liebig,Christmas ,,,,M,,,500,,,
Spirits 1,2018,Eric Sandvig,Event Info,,,,,,2.14,560,,Inc 13mm,
Spirits 1,2015,Eric Sandvig,Event Info,,,,,,2.1,550,,,
Spirits 2,2014,Eric Sandvig,Event Info,,,,A,LOR1602Wg2,2.4,628,,,
Spirits 3,2023,Eric Sandvig,Event Info,,,,A,CTB04_PC,0.59,,,,
Stained glass Windows,2019,Andrew Bubb,Christmas ,,,,A,LOR1602Wg3,0.8,100,,,
Standing Penguins,?,?,Polar Regions,,,,,,2.28,597,,,
Star Row 01,2012,Greg Liebig,Christmas ,,,,M,,6.72,12096,,Entrance Row Incandecent Amps 2.5,
Star Row 02,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,2.4,
Star Row 03,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 04,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 05,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 06,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 07,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 08,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 09,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 10,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 11,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 12,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 13,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 14,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 15,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 16,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 17,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 18,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 19,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 20,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 21,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 22,2012,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 23,2018,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Star Row 24,2018,Greg Liebig,Christmas ,,,,M,,0.28,504,,,
Station Wagon Panel,2018,Eric Sandvig,Christmas ,,,,A,,3.66,958,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.56,1008,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,M,Pixie2 ,,600,,RGB Snowflake 01,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,M,Pixie2 ,,,,RGB Snowflake 01,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.37,666,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.03,54,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.05,90,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.03,54,,,
Steeple LH ,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.47,846,,,
Steeple LH Top,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.46,828,,,
Steeple RH Base,2021,Greg Liebig,Christmas ,,,,A,LOR1602Wg3,0.55,990,,,
Stocking,2012,Eric Sandvig,Christmas ,,,,A,,3.01,788,,,
SW 2nd Column from Left,2014,Andrew Bubb,,,,,,,1,262,,,
SW 3rd column from left,2014,Andrew Bubb,,,,,,,1,262,,,
SW 4th Column,2014,Andrew Bubb,,,,,,,1,262,,,
SW Bottom Half Santa Light,2014,Andrew Bubb,,,,,,,0.08,2,,,
SW Building Outline (x3),2019,Eric Sandvig,Christmas ,,,,A,LOR1602Wg3,0.74,1287,,,
SW Christmas Tree 1,2014,Andrew Bubb,Christmas ,,,,,,,300,,,
SW Christmas Tree 2,2014,Andrew Bubb,Christmas ,,,,,,,300,,,
SW Right Bathroom Light,2014,Andrew Bubb,,,,,,,0.22,2,,,
SW Roof Line & 1st Coulmn,2014,Andrew Bubb,,,,,,,1.5,393,,,
SW Sewing Elf ,2014,Andrew Bubb,,,,,,,0.08,2,,,
SW Sign,2014,Andrew Bubb,,,,,,,,,,Animation Sequence,
SW Star Left,,,,,,,M,,,,,,
SW Star Right,,,,,,,M,,,,,,
SW Tree Left,,,,,,,M,,,,,,
SW Tree Right,,,,,,,M,,,,,,
TC 10th Year Stocking,2021,Martha,Christmas ,,,,A,,0.23,414,,,
Tent,2020,Eric Sandvig,Event Info,,,,A,,0,0,,,
Tent,2018,Gerry Plehn,Volunteer Safety,,,,A,,,,,,
Tent,2018,Andrew Bubb,Volunteer Safety,,,,A,,,,,,
Tent,2018,Gerry Plehn,Christmas ,,,,A,,0.16,200,,"6"" spacing",
Top Half Santa Light,2014,Andrew Bubb,Christmas ,,,,,,0.08,2,,,
Train Caboose,2012,Eric Sandvig,Christmas ,,,,A,,3.04,796,,Indiv LED Chasing Controller added 2020,
Train Coal Car,2012,Eric Sandvig,Christmas ,,,,A,,1.6,419,,"Indiv LED Chasing Controller added 2020, Rebuilt 2020",
Train Elephant,2018,Eric Sandvig,Christmas ,,,,A,,1.18,309,,Indiv LED Chasing Controller added 2020,
Train Elf Light,2014,Andrew Bubb,Christmas ,,,,,,0.08,2,,,
Train Engine,2020,Eric Sandvig,Christmas ,,,,A,,2.4,628,,"Original Engine 2012, Rebuilt to Polar Express 2020",
Train Grover Car,2015,Eric Sandvig,Christmas ,,,,A,,2.99,783,,Indiv LED Chasing Controller added 2020,
Train Passenger Car,2013,Eric Sandvig,Christmas ,,,,A,,3.19,835,,Indiv LED Chasing Controller added 2020,
Train Tanker,2012,Eric Sandvig,Christmas ,,,,A,,1.58,414,,Indiv LED Chasing Controller added 2020,
Train Wheels (Chasing LED),2018,Eric Sandvig,Christmas ,,,,A,,4.46,1168,,,
Tree Bench 1,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.47,2700,,4 Large Cages Red-Blue-White-Green,
Tree Bench 10,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.49,2700,,,
Tree Bench 11,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.26,2700,,,
Tree Bench 12,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.38,2700,,,
Tree Bench 13,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.57,2700,,,
Tree Bench 14,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.55,2700,,,
Tree Bench 15,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.5,2700,,,
Tree Bench 16,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.55,2700,,,
Tree Bench 2,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.32,2700,,4 Large Cages Red-Blue-White-Green,
Tree Bench 3,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.48,2700,,4 Large Cages Red-Blue-White-Green,
Tree Bench 4,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.45,2700,,4 Large Cages Red-Blue-White-Green,
Tree Bench 5,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.45,2700,,4 Small Cages Green-White-Blue-Red,
Tree Bench 6,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.48,2700,,4 Small Cages Green-White-Blue-Red,
Tree Bench 7,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.42,2700,,4 Small Cages Green-White-Blue-Red,
Tree Bench 8,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.3,2700,,4 Small Cages Green-White-Blue-Red,
Tree Bench 9,2019,John Muehlbauer,Christmas ,,,,M,LOR1602Wg2,0.34,2700,,,
Tree Large 2,2022,Greg Liebig,Christmas ,,,,A,,0.21,432,,,
Tree Large 2,2022,Greg Liebig,Christmas ,,,,A,,0.27,450,,,
Tree Large 2,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Large 2,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Large 2,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Large 6,2022,Greg Liebig,Christmas ,,,,A,,0.21,432,,,
Tree Large 6,2022,Greg Liebig,Christmas ,,,,A,,0.28,450,,,
Tree Large 6,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Large 6,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Large 6,2022,Greg Liebig,Christmas ,,,,A,,0.13,280,,,
Tree Small 3,2022,Greg Liebig,Christmas ,,,,A,,0.18,289,,,
Tree Small 3,2022,Greg Liebig,Christmas ,,,,A,,0.18,301,,,
Tree Small 3,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Small 3,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Small 4,2022,Greg Liebig,Christmas ,,,,A,,0.2,289,,,
Tree Small 4,2022,Greg Liebig,Christmas ,,,,A,,0.2,301,,,
Tree Small 4,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Small 4,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Small 5,2022,Greg Liebig,Christmas ,,,,A,,0.18,289,,,
Tree Small 5,2022,Greg Liebig,Christmas ,,,,A,,0.21,301,,,
Tree Small 5,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tree Small 5,2022,Greg Liebig,Christmas ,,,,A,,0.13,200,,,
Tune Radio 1,2019,Eric Sandvig,Event Info,,,,A,LOR1602Wg2,0.78,,,4 channel controller Duplicate,
Tune Radio 3,2015,Eric Sandvig,Event Info,,,,A,,0.4,105,,,
Tune Radio 3,2015,Eric Sandvig,Event Info,,,,A,,0.43,111,,,
Tune Radio 3,2019,Eric Sandvig,Event Info,,,,A,,0.4,105,,,
Tune Radio 4,2014,Eric Sandvig,Event Info,,,,,,0.7,209,,2 channel sign,
Tune Radio 4,2014,Eric Sandvig,Event Info,,,,,,,,,,
Twinkel Star 01,2019,Fred Engelhardt,Christmas ,,,,M,,4.64,1888,,,
Twinkel Star 02,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 03,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 04,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 05,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 06,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 07,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 08,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 09,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 10,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 11,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 12,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 13,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 14,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 15,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
Twinkel Star 16,2019,Fred Engelhardt,Christmas ,,,,M,,,,,,
US Flag Pallet,2022,Greg Liebig,Entertaining Lighting Effects ,,,,,,0.95,1220,,,
Volunteer Path Lights (North),2019,Eric Sandvig,Volunteer Safety,,,,A,,2.77,200,,,
Volunteer Path Lights (South),2019,Eric Sandvig,Volunteer Safety,,,,A,,2.77,200,,,
VP Panel,2018,Eric Sandvig,Christmas ,,,,A,,3.1,812,,,
Wait Time 15,2023,Greg Liebig,Traffic Control & Security,,,,A,CTB04_PC,,,,4 channel controller Duplicate,
Wait Time 30,2024,Greg Liebig,Traffic Control & Security,,,,,,0.4,720,,LED 10mm,
Wait Time 5,2023,Greg Liebig,Traffic Control & Security,,,,A,CTB04_PC,,,,4 channel controller Duplicate,
Wecome to Candyland,2018,Dennis Frey,Christmas ,,,,A,CTB04_PC,0.5,131,,,
Welcome to,2023,Eric Sandvig,Event Info,,FE-02,,A,CTB04_PC,0.37,,,,
West Light Pole RGB (Standalone),2019,,Traffic Control & Security,,,,,,,500,,,
Who House 1,2018,Greg Liebig,Christmas ,,,,M,,1.16,2088,,,
Who Panel 1,2017,Eric Sandvig,Christmas ,,,,M,,3.6,943,,,
Who Panel 2,2017,Eric Sandvig,Christmas ,,,,M,,3.88,1016,,,
Who Panel 3,2017,Eric Sandvig,Christmas ,,,,M,,4.05,1060,,,
Who Panel 4,2017,Eric Sandvig,Christmas ,,,,M,,3.48,911,,,
Who Panel 5,2017,Eric Sandvig,Christmas ,,,,M,,2.84,744,,,
Who Panel 6,2017,Eric Sandvig,Christmas ,,,,M,,3.78,990,,,
Who Panel 7,2017,Eric Sandvig,Christmas ,,,,M,,3.5,916,,,
Who Panel 8,2017,Eric Sandvig,Christmas ,,,,M,,4,1047,,,
WhoForest Star 01,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 02,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 03,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 04,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 05,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 06,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 07,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Star 08,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 2,
WhoForest Tree 01,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 02,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 02,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,,150,,CCW 3,
WhoForest Tree 03,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 04,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 05,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 06,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 07,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
WhoForest Tree 08,2020,Greg Liebig,Christmas ,,,,M,Pixie8 ,0.74,150,,Back Center,
Woodstock Sally Charlie,2023,Rick Hoffmann,Christmas ,,,,A,,0.1,180,,,
Wrap 1 & 9,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 2 & 10,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 3 & 11,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 4 & 12,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 5 & 13,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 6 & 14,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 7 & 15,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wrap 8 & 16,2019,,Traffic Control & Security,,,,A,,,1000,,,
Wreath DS,2021,Fred & Tom,Christmas ,,,,,,0.15,200,,,
Wreath PS,2021,Fred Engelhardt,Christmas ,,,,,,,,,,
Zero Panel,2020,Martha Steffen,Christmas ,,,,A,,0.1,180,,,
